Subject Area,Name,Table,Column,Folder
Sales - Order Process,Invoiced Sales,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Sales Organization,Sales Org Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Customer Group,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Top Customer,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Month,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Fiscal Year,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Fiscal Month,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Primary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Secondary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Use Location,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Sales Organization,Territory,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Customer Account Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Sales Organization,Sales Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Root,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Item Status,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer,Generic Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Source Sales Order Source Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Group Membership,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Sales Organization,Source Channel Type Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location Country Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Product Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Marketing Sub Sub Type,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Sales Organization,Reporting Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Marketing Team Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Calendar Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Freight Terms,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Invoice Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location Street Line 1,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location Street Line 2,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location City,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location Source State Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Ship To Location,Ship To Location Postal Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Customer Account,Customer Account Class Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Shipping Method,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Product,Product Type Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Planned Departure Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Fact - Sales Cycle Lines,Invoice Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Fact - Sales Cycle Lines,Invoiced Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Order Cycle Details,Source Sales Invoice Lines Transaction Type Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Invoiced Sales,Invoice Date,Invoiced Calendar Week Start Dt,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Delivery ID,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Date Ordered,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Date Requested,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Promise Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Earliest Acceptable Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Latest Acceptable Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Planned Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Pick Release Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Planned Departure Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Actual Shipped Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Shipping Method,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Trip ID,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Pick Lines,Late Orders,Pick Line Details,Customer PO,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Operating Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Modifier Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Comments,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Start Date Active,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,End Date Active,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Ask For Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Active Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
RT Dimensions Listing,Modifier Listing Report,Modifiers and Price Lists,Creation Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Fact - Sales Cycle Lines,Ordered Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Fact - Sales Cycle Lines,Cancelled Quantity,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Fact - Sales Cycle Lines,Ordered Amount,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer,Customer Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Inventory Category Brand,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Sales Organization,Sales Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Sales Organization,Territory,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Inventory Organization,Inventory Org Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,GL Segment1,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Product Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Order Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Customer Account Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Source Sales Order Lines Transaction Subtype Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Root,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Inventory Category,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Sales Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Purchase Order Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Customer Group,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Scheduled Ship Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Inventory Product Line,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Operating Unit,Operating Unit,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Source Sales Order Lines Transaction Type Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Primary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Secondary Channel,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Required By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Financials - Subledger Accounting - Detail Transactions,Open Orders,GL Segment3,Segment Description,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Fulfill Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product - MTL System Items,Upc,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Segment Customer Group,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Segment Market,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer,Customer Number,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Customer Account,Customer Account Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product - MTL System Items,Hot HF Marketing Flag,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product - MTL System Items,Hot HF Merchandise Collection,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Sales Organization,Source Channel Type Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Ship To Location,Ship To Location Country Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Cancel By Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Product Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Product,Inventory Category Sub Type,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Latest Acceptable Date,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Sales Organization,Sales Org Name,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Order Cycle Details,Source Order Status Code,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Sales Organization,Reporting Rep,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Ship To Location,Ship To Location Street Line 1,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Ship To Location,Ship To Location Street Line 2,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
Sales - Order Process,Open Orders,Ship To Location,Ship To Location City,/shared/Global Reporting/Supply Chain/Fulfillment/Orders
