BU_CODE,LE,CH_CODE,LC_CODE,DEPT,BR_CODE,PL_CODE,CUSTOMER,SKU,INVORG,ACCOUNT,Sep,Oct,Nov,Dec,Jan,Feb
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B628,PL302,CG_SOUTH AFRICA ALL OTHER,S1955138,IO663,GrossUnits,10002,,,5000,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B628,PL347,CG_SOUTH AFRICA ALL OTHER,S1927440,IO663,GrossUnits,,,,2000,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B628,PL344,CG_SOUTH AFRICA ALL OTHER,S2011251,IO663,GrossUnits,2000,,,,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B628,PL342,CG_SOUTH AFRICA ALL OTHER,S1866332,IO679,GrossUnits,,3000,,,,900
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B628,PL345,CG_SOUTH AFRICA ALL OTHER,S1958699,IO679,GrossUnits,,,,4018,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B120,PL016,CG_SOUTH AFRICA ALL OTHER,S1985275,IO679,GrossUnits,,,3000,,3000,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B120,PL021,CG_SOUTH AFRICA ALL OTHER,S2227144,IO679,GrossUnits,,10000,,,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B120,PL021,CG_SOUTH AFRICA ALL OTHER,S2154140,IO679,GrossUnits,,,,,3000,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B120,PL054,CG_SOUTH AFRICA ALL OTHER,S2271354,IO679,GrossUnits,,5000,,,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B190,PL013,CG_SOUTH AFRICA ALL OTHER,S1958869,IO679,GrossUnits,,,,6000,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B190,PL012,CG_SOUTH AFRICA ALL OTHER,S2025151,IO679,GrossUnits,,3000,,3000,,
BU5300,NoLegalEntity,Chnl10,L720,MarginDept,B190,PL012,CG_SOUTH AFRICA ALL OTHER,S1853341,IO679,GrossUnits,,,2916,5832,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B617,PL331,CG_NORDIC ALL OTHER,S2123264,IO663,GrossUnits,5.069124424,5.069124424,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B617,PL333,CG_NORDIC ALL OTHER,S1846448,IO663,GrossUnits,,,,,4.61839,6.11999
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL322,CG_NORDIC ALL OTHER,S1400858,IO663,GrossUnits,2455.332499,3649.032891,5108.140831,2963.371417,3784.195459,4019.518328
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL321,CG_NORDIC ALL OTHER,S1563855,IO663,GrossUnits,2928.283692,2888.119752,2742.955123,2657.387531,2618.504755,2587.571431
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL321,CG_NORDIC ALL OTHER,S1400327,IO663,GrossUnits,3056.170727,,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL321,CG_NORDIC ALL OTHER,S2021179,IO663,GrossUnits,4202.998697,836.8444879,798.9978762,2015.642201,2211.373646,1663.623156
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL323,CG_NORDIC ALL OTHER,S1833317,IO663,GrossUnits,,642.1234433,463.3517435,304.8818771,280.520435,205.1876134
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL323,CG_NORDIC ALL OTHER,S2014180,IO663,GrossUnits,,580.3070011,290.1535006,290.1535006,290.1535006,290.1535006
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL320,CG_NORDIC ALL OTHER,S1401767,IO663,GrossUnits,3320.48661,2622.82554,4364.72367,1838.56615,4465.08642,3655.32255
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL320,CG_NORDIC ALL OTHER,S1402104,IO663,GrossUnits,97.98544558,75.66228473,111.5704138,93.56367543,106.4653542,88.35092839
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL308,CG_NORDIC ALL OTHER,S2095419,IO663,GrossUnits,129.9334754,170.2703388,,,224.0848854,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL390,CG_NORDIC ALL OTHER,S1846589,IO663,GrossUnits,116.61813,227.103373,177.16809,336.01512,233.9375,299.54875
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL390,CG_NORDIC ALL OTHER,S1852312,IO663,GrossUnits,29.30523,39.00648,58.59576,55.32855,53.13912,40.69533
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL390,CG_NORDIC ALL OTHER,S1952135,IO663,GrossUnits,19.54204873,1.221942374,5.540942589,26.61143079,19.54204873,19.54204873
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL390,CG_NORDIC ALL OTHER,S1994438,IO663,GrossUnits,455.5873926,10.99272402,151.8624642,98.67062813,151.8624642,151.5748256
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL313,CG_NORDIC ALL OTHER,S1860347,IO663,GrossUnits,267.4938188,131.7577881,111.1718457,52.09072356,97.99573437,82.1405886
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B612,PL391,CG_NORDIC ALL OTHER,S1815334,IO663,GrossUnits,8.460667136,7.161549351,8.616227386,8.190682978,8.423426855,8.037974684
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL343,CG_NORDIC ALL OTHER,S1962135,IO663,GrossUnits,11.8852459,11.8852459,11.8852459,11.8852459,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL343,CG_NORDIC ALL OTHER,S2062212,IO663,GrossUnits,34.97983,29.48221,48.66216,50.33948,41.78897,43.61653
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL343,CG_NORDIC ALL OTHER,S2157338,IO663,GrossUnits,100,100,200,100,200,200
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL302,CG_NORDIC ALL OTHER,S1948306,IO663,GrossUnits,99.40757,169.50166,178.06959,227.53504,165.16845,53.79008
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL302,CG_NORDIC ALL OTHER,S1955138,IO663,GrossUnits,79.74119874,202.2445732,415.3614586,302.955437,235.0488302,101.8549792
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL342,CG_NORDIC ALL OTHER,S1866332,IO663,GrossUnits,25,125,250,19.04542869,150,150
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B628,PL342,CG_NORDIC ALL OTHER,S1948378,IO663,GrossUnits,114.6214485,165.0001061,220.0001714,150,140.83707,104.6679384
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2046178,IO663,GrossUnits,28,56,28,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2046177,IO663,GrossUnits,14.3129771,28.6259542,14.3129771,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2123214,IO663,GrossUnits,,48.54563107,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2209147,IO663,GrossUnits,300,,,,50,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2209148,IO663,GrossUnits,300,,,,50,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL013,CG_NORDIC ALL OTHER,S2262146,IO663,GrossUnits,,450,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL021,CG_NORDIC ALL OTHER,S2032332,IO663,GrossUnits,113.0718954,282.6797386,,,169.6078431,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL021,CG_NORDIC ALL OTHER,S1997147,IO663,GrossUnits,100.570742,33.52358065,,,28.94417476,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL012,CG_NORDIC ALL OTHER,S2095406,IO663,GrossUnits,,160.430126,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B920,PL012,CG_NORDIC ALL OTHER,S2205308,IO663,GrossUnits,400,,,,50,50
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL013,CG_NORDIC ALL OTHER,S2049291,IO663,GrossUnits,,68.85245902,,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL013,CG_NORDIC ALL OTHER,S2205263,IO663,GrossUnits,400,400,400,400,400,400
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL013,CG_NORDIC ALL OTHER,S2215220,IO663,GrossUnits,200,300,500,100,100,200
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S2019203,IO663,GrossUnits,229.3636364,,,313.6742742,157.5650553,347.4047068
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S2019205,IO663,GrossUnits,472.3970955,,,690.430872,302.0888539,772.037212
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S1958567,IO663,GrossUnits,193.48974,138.27472,29.93422,12.20862,58.02402,37.57713
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S2095405,IO663,GrossUnits,66.66666667,123.0300751,210.405947,43.43720516,65.15580773,65.15580773
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S2205266,IO663,GrossUnits,600,700,1000,500,500,500
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL021,CG_NORDIC ALL OTHER,S2150195,IO663,GrossUnits,4646.442987,7743.683434,7813.965838,4678.668673,3156.25,3124.23849
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL012,CG_NORDIC ALL OTHER,S2049280,IO663,GrossUnits,252.29981,112.2134933,57.9498,15.81425,62.02005,97.29772
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL012,CG_NORDIC ALL OTHER,S2053138,IO663,GrossUnits,,55.63186813,20.56359482,,,
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL012,CG_NORDIC ALL OTHER,S2049278,IO663,GrossUnits,47.6829,42.85598,41.23402,129.77677,8.32626,8.81693
BU5300,NoLegalEntity,Chnl10,L268,MarginDept,B120,PL054,CG_NORDIC ALL OTHER,S2285147,IO663,GrossUnits,,2000,250,250,250,250
BU5300,NoLegalEntity,Chnl10,L965,MarginDept,B612,PL322,CG_MEA ALL OTHER,S1400858,IO663,GrossUnits,195.765128,258.630137,233.6147688,433.5938066,,126.7340911
BU5300,NoLegalEntity,Chnl10,L965,MarginDept,B612,PL308,CG_MEA ALL OTHER,S2095419,IO663,GrossUnits,0.940449437,0.731547497,,,,
BU5300,NoLegalEntity,Chnl10,L965,MarginDept,B612,PL390,CG_MEA ALL OTHER,S1994438,IO663,GrossUnits,,3.956043956,,,6.51827906,
BU5300,NoLegalEntity,Chnl10,L965,MarginDept,B628,PL342,CG_MEA ALL OTHER,S1866333,IO663,GrossUnits,8.552263835,,4.751257686,,,
BU5300,NoLegalEntity,Chnl10,L940,MarginDept,B612,PL322,CG_SOUTH AFRICA ALL OTHER,S1400858,IO663,GrossUnits,744.9311859,245.3543192,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL322,CG_MEA ALL OTHER,S1400858,IO663,GrossUnits,6493.706258,8578.995434,7749.213058,14382.69851,,4269.578448
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL321,CG_MEA ALL OTHER,S1563856,IO663,GrossUnits,740.5882353,367.9982285,370.2941176,641.6626851,370.2941176,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL321,CG_MEA ALL OTHER,S1948251,IO663,GrossUnits,3410.699716,,3400.972117,,655.9037915,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL321,CG_MEA ALL OTHER,S2021178,IO663,GrossUnits,3536.37153,3220.802966,,3336.949075,,266.0277887
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL323,CG_MEA ALL OTHER,S1876172,IO663,GrossUnits,15.42002301,77.10011507,,114.3756558,61.68009206,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL323,CG_MEA ALL OTHER,S1833317,IO663,GrossUnits,336.0946746,134.4378698,,336.0946746,168.0473373,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL323,CG_MEA ALL OTHER,S2028161,IO663,GrossUnits,200,,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL323,CG_MEA ALL OTHER,S1401742,IO663,GrossUnits,116.7731467,,,116.9916435,116.9916435,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL320,CG_MEA ALL OTHER,S1402104,IO663,GrossUnits,,156.0559006,159.4402028,156.0559006,106.0206931,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL320,CG_MEA ALL OTHER,S1401769,IO663,GrossUnits,958.2751048,,958.2751048,,574.9650629,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL308,CG_MEA ALL OTHER,S2095419,IO663,GrossUnits,180.179048,140.1558939,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL390,CG_MEA ALL OTHER,S1852312,IO663,GrossUnits,125.5506608,,188.3259912,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL390,CG_MEA ALL OTHER,S1846584,IO663,GrossUnits,111.3186984,222.6373969,278.2967461,166.9780476,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B612,PL313,CG_MEA ALL OTHER,S1860347,IO663,GrossUnits,1069.649641,502.6568425,106.9649641,802.2372309,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL343,CG_MEA ALL OTHER,S1958202,IO679,GrossUnits,1728,,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL343,CG_MEA ALL OTHER,S2062210,IO663,GrossUnits,24.06549846,,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL343,CG_MEA ALL OTHER,S2062214,IO663,GrossUnits,26.1682243,,26.1682243,,,8.519886981
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL302,CG_MEA ALL OTHER,S1948306,IO663,GrossUnits,685.0053937,,856.2567422,,856.2567422,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL302,CG_MEA ALL OTHER,S1955138,IO663,GrossUnits,1225.589261,347.8561462,1951.483493,699.8008319,715.7918863,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL347,CG_MEA ALL OTHER,S1932136,IO663,GrossUnits,,930,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL347,CG_MEA ALL OTHER,S1927442,IO663,GrossUnits,113.7931034,,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL344,CG_MEA ALL OTHER,S2011251,IO663,GrossUnits,345.821802,86.45545049,379.202773,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL344,CG_MEA ALL OTHER,S2205340,IO663,GrossUnits,400,,400,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL342,CG_MEA ALL OTHER,S1948378,IO663,GrossUnits,838.8888889,1661.63373,1995.269471,,838.8888889,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B628,PL342,CG_MEA ALL OTHER,S1866333,IO663,GrossUnits,591.6154276,,328.6752376,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL013,CG_MEA ALL OTHER,S2205276,IO679,GrossUnits,2250,,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL013,CG_MEA ALL OTHER,S2205274,IO679,GrossUnits,,1103,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL013,CG_MEA ALL OTHER,S2123346,IO679,GrossUnits,,,1753.061735,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL016,CG_MEA ALL OTHER,S1987150,IO679,GrossUnits,,,,498.5250737,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL021,CG_MEA ALL OTHER,S2205272,IO679,GrossUnits,4050,2436,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL021,CG_MEA ALL OTHER,S2226147,IO679,GrossUnits,,,,2500,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL021,CG_MEA ALL OTHER,S2227143,IO679,GrossUnits,,,3743.461803,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL012,CG_MEA ALL OTHER,S2123351,IO679,GrossUnits,,,,4002,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL052,CG_MEA ALL OTHER,S0491062,IO679,GrossUnits,,3600,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL052,CG_MEA ALL OTHER,S0580060,IO679,GrossUnits,,3600,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL052,CG_MEA ALL OTHER,S0491063,IO679,GrossUnits,,3600,,,,
BU5300,NoLegalEntity,Chnl10,L980,MarginDept,B120,PL014,CG_MEA ALL OTHER,S1757304,IO679,GrossUnits,,,,4002,,4002
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL322,CG_TURKEY ALL OTHER,S1400858,IO663,GrossUnits,13824,13824,13824,,13824,13824
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL321,CG_TURKEY ALL OTHER,S1400328,IO663,GrossUnits,600,600,,,,
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL321,CG_TURKEY ALL OTHER,S1563856,IO663,GrossUnits,1248,2496,1248,,624,1248
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL321,CG_TURKEY ALL OTHER,S1948251,IO663,GrossUnits,1200,1500,,,1200,1500
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL321,CG_TURKEY ALL OTHER,S2021178,IO663,GrossUnits,1200,1200,1800,,2000,800
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL323,CG_TURKEY ALL OTHER,S1834329,IO663,GrossUnits,600,600,600,,600,600
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL323,CG_TURKEY ALL OTHER,S2014187,IO663,GrossUnits,300,600,300,,,300
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL320,CG_TURKEY ALL OTHER,S1402104,IO663,GrossUnits,3024,3024,,,1512,1512
BU5300,NoLegalEntity,Chnl10,L465,MarginDept,B612,PL320,CG_TURKEY ALL OTHER,S1401769,IO663,GrossUnits,1728,3456,,,1728,1728
