BU_CODE,LE,CH_CODE,LC_CODE,DEPT,BR_CODE,PL_CODE,CUSTOMER,SKU,INVORG,ACCOUNT,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S1948143,IO679,GrossUnits,,3600,,3600,,,,,,,,3600
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S1948144,IO679,GrossUnits,,3600,,3600,,,,4680,,,,4680
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S1948145,IO679,GrossUnits,,3600,,3600,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S1948146,IO679,GrossUnits,,3600,,3600,,,,11880,,,,11880
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S1948147,IO679,GrossUnits,,3600,,3600,,,,11880,,,,11880
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S2062586,IO679,GrossUnits,,3600,,3600,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S2062587,IO679,GrossUnits,,3600,,3600,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S2062588,IO679,GrossUnits,,3600,,3600,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S2215158,IO679,GrossUnits,,4104,,4104,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL052,CG_UK ALL OTHER,S2215159,IO679,GrossUnits,,4104,,4104,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL016,CG_UK ALL OTHER,S1939197,IO398,GrossUnits,,,500,,,1000,662,374,581,170,490,50
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL016,CG_BOOTS UK,S1939197,IO398,GrossUnits,576,576,1008,1440,1008,720,720,816,1440,2976,1440,576
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL016,CG_ASDA UK,S1939197,IO398,GrossUnits,0,0,0,0,0,0,0,0,0,0,0,0
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2062439,IO679,GrossUnits,,,,,,,3066,,3066,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S1958568,IO398,GrossUnits,,,,180,498,1794,550,500,400,600,950,400
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2095405,IO398,GrossUnits,,,,,,100,150,500,150,500,150,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2203165,IO398,GrossUnits,,,150,,,150,,1000,1000,1000,,500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2150247,IO398,GrossUnits,,,,,,,1500,1500,1500,1500,,750
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2095403,IO398,GrossUnits,,,,,,,774,774,774,774,,387
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2150192,IO398,GrossUnits,,,,,,,,3000,6000,6000,3000,3000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_UK ALL OTHER,S2150258,IO398,GrossUnits,,,,,,,1212,1212,1287,1212,,606
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_BOOTS UK,S1958568,IO398,GrossUnits,144,252,504,504,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_BOOTS UK,S2019205,IO398,GrossUnits,432,432,576,576,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_BOOTS UK,S2095405,IO398,GrossUnits,324,324,540,540,324,324,432,540,1026,756,540,540
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_BOOTS UK,S2203165,IO398,GrossUnits,504,504,720,720,432,1584,1584,288,2016,1584,288,288
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_BOOTS UK,S2150192,IO398,GrossUnits,500,500,800,2160,800,800,800,800,7000,7000,1000,10000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ASDA UK,S1958568,IO398,GrossUnits,200,200,300,300,200,200,200,100,200,200,200,200
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ASDA UK,S2203165,IO398,GrossUnits,50,50,50,250,50,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ASDA UK,S2150192,IO398,GrossUnits,200,200,1000,500,200,200,500,1000,500,1000,500,1746
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_TESCO UK,S2150192,IO398,GrossUnits,100,100,100,1000,300,300,300,1000,1000,1000,300,300
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ARGOS UK,S2095405,IO398,GrossUnits,100,500,100,100,100,100,200,1000,1500,2000,250,250
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ARGOS UK,S2203165,IO398,GrossUnits,,1500,,100,100,100,3000,200,200,3000,2000,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ARGOS UK,S2150192,IO398,GrossUnits,,5000,,500,,,1000,10000,5000,5000,1500,5000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_ARGOS UK,S2226185,IO398,GrossUnits,,,,,,,,1500,2000,2000,1500,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL021,CG_SAINSBURYS UK,S2150192,IO398,GrossUnits,,,,,,,,250,500,100,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_UK ALL OTHER,S2046248,IO398,GrossUnits,200,200,500,500,100,100,100,500,500,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_UK ALL OTHER,S2287239,IO398,GrossUnits,,,1500,,,1500,,1000,1000,1500,1000,1000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_BOOTS UK,S2287237,IO398,GrossUnits,,,,,500,100,100,200,700,1000,200,200
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_ASDA UK,S2046246,IO398,GrossUnits,100,100,200,200,200,100,300,500,750,500,500,250
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_ASDA UK,S2046248,IO398,GrossUnits,1000,500,500,1000,500,1000,1000,1500,1500,1500,500,500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_ASDA UK,S2046218,IO398,GrossUnits,200,200,200,500,300,200,1000,1500,1000,300,300,300
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_ASDA UK,S2287237,IO398,GrossUnits,,,,,,50,50,50,50,50,50,50
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_TESCO UK,S2046248,IO398,GrossUnits,3000,2500,2000,2000,1500,3000,3000,4000,4000,2000,2000,2000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_TESCO UK,S2287239,IO398,GrossUnits,,,,,,300,100,100,100,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_B&M UK,S2230144,IO398,GrossUnits,,7200,,,,,4800,,,7200,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL012,CG_ARGOS UK,S2287237,IO398,GrossUnits,,,,,400,100,300,,2000,2000,,1000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_UK ALL OTHER,S2114168,IO398,GrossUnits,25,25,100,100,25,25,25,100,100,25,25,25
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_UK ALL OTHER,S2215221,IO398,GrossUnits,,,500,,,500,,250,1000,500,,500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_UK ALL OTHER,S2205263,IO398,GrossUnits,100,100,500,100,100,300,1000,1000,1000,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_UK ALL OTHER,S2287238,IO398,GrossUnits,,,1500,,,1500,,1000,1000,1500,1000,1000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_BOOTS UK,S2046224,IO398,GrossUnits,,,100,1000,,100,200,200,1000,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_BOOTS UK,S2215221,IO398,GrossUnits,200,200,500,500,500,500,500,2500,2500,500,500,500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_ASDA UK,S2215221,IO398,GrossUnits,20,20,20,100,20,20,20,20,250,20,20,20
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_ASDA UK,S2205263,IO398,GrossUnits,20,20,20,200,20,20,20,20,500,20,20,20
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_ASDA UK,S2287238,IO398,GrossUnits,,,,,,100,100,100,100,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_TESCO UK,S2287238,IO398,GrossUnits,,,,,,150,100,50,200,200,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_ARGOS UK,S2157141,IO398,GrossUnits,100,200,100,100,100,100,500,500,2000,2000,500,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL013,CG_SAINSBURYS UK,S2205263,IO398,GrossUnits,,,,,,,300,200,700,700,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL015,CG_UK ALL OTHER,S2021138,IO398,GrossUnits,,240,240,600,180,120,50,50,500,50,50,50
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL015,CG_UK ALL OTHER,S2032233,IO398,GrossUnits,,,500,,,1000,,,1000,,,500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B120,PL015,CG_BOOTS UK,S2021138,IO398,GrossUnits,3500,3000,3000,2500,2500,2500,3500,4500,4500,4500,3500,3500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL363,CG_UK ALL OTHER,S2019202,IO679,GrossUnits,1284,,2688,1344,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL363,CG_UK ALL OTHER,S1399326,IO398,GrossUnits,1000,,1200,,2800,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL362,CG_UK ALL OTHER,S2095260,IO679,GrossUnits,,,4242,4242,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL362,CG_UK ALL OTHER,S1206094,IO679,GrossUnits,9660,9660,18190,19320,14490,4830,3700,,,,,4830
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL362,CG_UK ALL OTHER,S2287236,IO679,GrossUnits,,4830,,,4830,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL362,CG_ARGOS UK,S1206094,IO398,GrossUnits,2500,500,3000,4000,2500,500,,,,,,5000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL362,CG_ARGOS UK,S2046217,IO398,GrossUnits,500,1000,3000,3000,4000,500,,,,,,2000
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL361,CG_UK ALL OTHER,S1859556,IO679,GrossUnits,,,960,960,,,,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL360,CG_ARGOS UK,S2266200,IO398,GrossUnits,,250,1000,1500,750,250,,,,,,1500
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B617,PL333,CG_ARGOS UK,S1835354,IO398,GrossUnits,,100,,,,,500,,,,1000,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1272090,IO398,GrossUnits,160,43,114,95,108,106,82,141,179,108,139,98
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1521966,IO398,GrossUnits,99,10,23,40,21,10,31,9,12,13,10,2
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1563706,IO398,GrossUnits,73,46,31,24,51,22,28,25,6,47,28,25
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1815529,IO398,GrossUnits,97,59,57,65,44,96,64,144,105,57,65,35
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1607317,IO398,GrossUnits,142,67,73,69,36,73,62,124,93,62,163,27
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S0060658,IO398,GrossUnits,296,219,205,169,195,305,180,320,182,208,178,130
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1525164,IO398,GrossUnits,984,770,770,770,770,770,770,984,984,770,770,770
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2003226,IO398,GrossUnits,9,8,13,6,9,10,19,20,19,21,22,16
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2005142,IO398,GrossUnits,45,19,32,36,25,7,13,22,21,21,24,16
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2005143,IO398,GrossUnits,71,48,33,41,54,37,17,46,55,63,53,84
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2011300,IO398,GrossUnits,35,35,35,34,34,34,27,27,27,29,28,28
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S1985602,IO398,GrossUnits,82,34,65,26,41,32,56,35,87,34,31,60
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2049476,IO398,GrossUnits,106,44,42,31,108,56,56,56,37,44,86,18
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_INDEPENDENTS OXO UK,S2088160,IO398,GrossUnits,449,228,377,272,290,325,250,346,439,405,388,216
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S1272090,IO398,GrossUnits,15,12,0,1,0,16,22,31,24,15,14,17
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S1563706,IO398,GrossUnits,2,2,2,2,2,2,2,3,3,2,2,2
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S1815529,IO398,GrossUnits,25,25,28,26,22,19,37,43,48,40,78,35
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S1607317,IO398,GrossUnits,44,45,30,22,29,27,48,67,36,64,110,35
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S1525164,IO398,GrossUnits,180,180,180,180,180,180,216,227,249,208,180,180
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S2003226,IO398,GrossUnits,10,10,11,11,11,11,13,14,15,13,11,11
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S2049476,IO398,GrossUnits,12,13,13,14,15,15,160,169,187,157,147,137
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_ALL OTHER OXO UK,S2088160,IO398,GrossUnits,57,159,9,58,29,18,27,17,35,21,12,10
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1272090,IO398,GrossUnits,819,224,251,244,519,151,378,172,415,941,234,524
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1563706,IO398,GrossUnits,72,72,72,72,72,72,216,216,216,72,72,72
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1815529,IO398,GrossUnits,411,331,406,181,509,363,410,429,546,523,273,263
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1607317,IO398,GrossUnits,340,480,480,340,340,340,340,640,640,340,340,340
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S0060658,IO398,GrossUnits,280,620,280,280,280,280,280,620,620,280,280,280
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1525164,IO398,GrossUnits,800,898,873,307,560,506,497,655,803,1102,855,353
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2003226,IO398,GrossUnits,84,144,144,84,84,84,84,200,200,84,84,84
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2005142,IO398,GrossUnits,280,45,92,186,116,92,292,245,362,258,57,36
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2005143,IO398,GrossUnits,301,344,82,40,234,54,105,119,227,234,199,26
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2011300,IO398,GrossUnits,415,322,489,300,409,322,553,472,607,570,348,392
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S1985602,IO398,GrossUnits,43,34,56,27,24,37,23,34,39,29,15,21
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2088160,IO398,GrossUnits,1001,663,698,653,780,326,994,503,1308,778,649,352
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_JOHN LEWIS PLC OXO UK,S2233455,IO398,GrossUnits,120,120,120,120,120,120,120,120,120,120,120,120
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S1272090,IO398,GrossUnits,280,700,280,280,255,255,280,700,700,280,280,280
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S1521966,IO398,GrossUnits,797,158,368,233,492,335,375,563,650,265,354,321
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S1815529,IO398,GrossUnits,240,240,280,240,218,218,240,320,320,240,240,240
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S1607317,IO398,GrossUnits,380,380,380,380,346,346,380,700,700,500,380,380
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S1525164,IO398,GrossUnits,660,900,660,660,601,601,1250,1250,1250,800,660,660
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S2088160,IO398,GrossUnits,600,720,600,600,546,546,720,920,920,720,600,600
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_LAKELAND LIMITED OXO UK,S2233455,IO398,GrossUnits,100,100,100,100,91,91,100,100,100,100,100,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S1272090,IO398,GrossUnits,72,72,72,72,72,72,144,144,144,144,72,72
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S1607317,IO398,GrossUnits,200,200,200,200,200,200,200,400,400,400,200,200
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S0060658,IO398,GrossUnits,24,24,24,24,24,24,24,54,54,24,24,24
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S1525164,IO398,GrossUnits,360,360,360,360,360,360,360,740,740,740,360,360
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S2005142,IO398,GrossUnits,24,24,24,24,24,24,24,48,48,48,24,24
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_WAITROSE LTD OXO UK,S2088160,IO398,GrossUnits,120,120,120,120,120,120,240,240,240,120,120,120
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S1272090,IO398,GrossUnits,196,174,201,259,299,264,276,243,280,246,283,249
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S1521966,IO398,GrossUnits,114,114,114,165,165,165,150,,,,,
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S1815529,IO398,GrossUnits,127,127,127,185,185,185,168,168,168,168,168,168
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S1607317,IO398,GrossUnits,94,139,94,136,136,136,124,240,240,240,124,124
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S1525164,IO398,GrossUnits,242,333,242,352,352,352,528,528,528,528,320,320
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S2049476,IO398,GrossUnits,124,124,124,180,180,180,164,164,164,164,164,164
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL809,CG_MARKS AND SPENCER OXO UK,S2088160,IO398,GrossUnits,260,288,341,419,435,289,341,796,606,81,298,103
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1520830,IO398,GrossUnits,300,261,271,247,232,239,220,279,225,208,191,100
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1601397,IO398,GrossUnits,115,45,33,34,39,38,52,55,35,28,60,20
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1511349,IO398,GrossUnits,57,87,46,44,95,47,67,69,53,47,92,53
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1788349,IO398,GrossUnits,235,235,304,304,235,235,235,304,304,235,235,235
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1788348,IO398,GrossUnits,156,148,109,100,129,120,105,177,108,91,96,70
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1772394,IO398,GrossUnits,91,34,28,23,28,18,27,30,15,26,23,25
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1994402,IO398,GrossUnits,99,57,89,74,97,66,90,129,59,64,58,44
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1778314,IO398,GrossUnits,49,7,10,6,5,7,9,15,10,6,8,4
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1905527,IO398,GrossUnits,50,46,43,25,33,41,32,58,24,35,6,24
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1905449,IO398,GrossUnits,41,22,23,22,22,29,16,21,20,15,16,6
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1626263,IO398,GrossUnits,54,17,31,21,20,37,19,25,37,16,37,12
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1905526,IO398,GrossUnits,28,16,20,10,35,12,14,24,34,11,19,5
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2003370,IO398,GrossUnits,26,26,26,26,26,26,26,26,26,26,26,26
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2011299,IO398,GrossUnits,103,53,51,38,34,40,50,59,74,55,64,54
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2003138,IO398,GrossUnits,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2003137,IO398,GrossUnits,2385,2668,2680,2220,2297,2653,2167,3659,2866,2632,1726,1772
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2062767,IO398,GrossUnits,51,51,58,58,51,19,19,19,19,19,19,19
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2003136,IO398,GrossUnits,338,280,321,324,245,349,362,378,388,330,312,217
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2095149,IO398,GrossUnits,214,214,214,214,214,214,214,214,214,214,214,214
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2095371,IO398,GrossUnits,244,299,303,270,278,343,305,337,480,220,236,183
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2123302,IO398,GrossUnits,6,6,6,6,6,6,6,6,6,6,6,6
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2191153,IO398,GrossUnits,19,19,19,19,19,19,19,19,19,19,19,19
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S1958611,IO398,GrossUnits,44,61,33,34,45,39,69,32,78,42,55,42
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2155138,IO398,GrossUnits,2,2,2,2,2,2,2,2,2,2,2,2
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_INDEPENDENTS OXO UK,S2114151,IO398,GrossUnits,90,90,171,171,171,90,90,90,90,90,90,90
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_ALL OTHER OXO UK,S0064793,IO398,GrossUnits,,,,,,,,,2,2,,1
BU5300,NoLegalEntity,Chnl10,L230,MarginDept,B710,PL807,CG_ALL OTHER OXO UK,S1520830,IO398,GrossUnits,54,87,109,60,121,194,98,266,374,197,160,113
