sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	handling-time	fulfillment-channel
WP10024898-6-FBM	36.81					
WP10024898-8-FBM	45.53					
WP10024898-9-FBM	49.89					
WP10024905-12-FBM	67.97					
WP10024905-1-FBM	9.34					
WP10024905-1-V1-FBM	9.34					
WP10024905-2-FBM	18.65					
WP10024905-3-FBM	23.32					
WP10024905-4-FBM	27.99					
WP10024905-5-FBM	33.98					
WP10024905-6-FBM	38.65					
WP10024943-12-FBM	83.71					
WP10024943-1-FBM	10.62					
WP10024943-1-V1-FBM	10.62					
WP10024943-1-V2-FBM	10.62					
WP10024943-1-V3-FBM	10.62					
WP10024943-2-FBM	17.18					
WP10024943-3-FBM	23.84					
WP10024943-4-FBM	30.75					
WP10024943-5-FBM	39.76					
WP10024972-1-FBM	10.62					
WP10024972-2-FBM	17.51					
WP10024972-2-V1-FBM	17.51					
WP10024972-3-FBM	24.66					
WP10024981-1-FBM	10.62					
WP10024981-1-V1-FBM	10.62					
WP10024981-2-FBM	17.18					
WP10024981-3-FBM	23.84					
WP10024981-5-FBM	39.76					
WP10025041-1-FBM	9.13					
WP10025041-1-V1-FBM	9.13					
WP10025041-2-FBM	17.99					
WP10025041-5-FBM	32.32					
WP10025222-1-FBM	28.37					
WP10025471-1-FBM	12.25					
WP10025541-1-FBM	12.59					
WP10025631-1-FBM	7.2					
WP10025660-1-FBM	14.44					
WP10025675-1-FBM	14.65					
WP10025809-1-FBM	15.77					
WP10025809-2-FBM	27.8					
WP10025828-1-FBM	15.89					
WP10025828-1-V1-FBM	15.89					
WP10025828-3-FBM	40.99					
WP10025828-3-V1-FBM	40.99					
WP10025859-1-FBM	30.21					
WP10025859-1-V1-FBM	30.21					
WP10025859-3-FBM	84.94					
WP10025928-1-FBM	8.85					
WP10025928-6-FBM	38.75					
WP10025952-12-FBM	104.45					
WP10025952-1-FBM	12.35					
WP10025952-3-FBM	29.85					
WP10025952-6-FBM	56.22					
WP10025976-1-FBM	6.55					
WP10025976-2-FBM	9.08					
WP10025976-3-FBM	12.66					
WP10025976-48-FBM	116.15					
WP10025976-4-FBM	17.67					
WP10026024-10-FBM	102.38					
WP10026024-12-FBM	120.73					
WP10026024-1-FBM	13.71					
WP10026024-1-V1-FBM	13.71					
WP10026024-2-FBM	23.68					
WP10026024-3-FBM	33.92					
WP10026024-4-FBM	46.01					
WP10026024-6-FBM	64.36					
WP10026024-8-FBM	82.7					
WP10026049-1-FBM	19.05					
WP10026049-1-V2-FBM	19.05					
WP10026049-1-V3-FBM	19.05					
WP10026049-1-V4-FBM	19.05					
WP10026049-1-V5-FBM	19.05					
WP10026049-2-FBM	34.03					
WP10026049-3-FBM	49.12					
WP10026083-10-FBM	69.81					
WP10026083-12-FBM	81.91					
WP10026083-1-FBM	10.58					
WP10026083-1-V2-FBM	10.58					
WP10026083-24-FBM	155.82					
WP10026083-2-FBM	16.63					
WP10026083-4-FBM	29.53					
WP10026083-6-FBM	42.69					
WP10026083-6-V1-FBM	42.69					
WP10026083-6-V2-FBM	42.69					
WP10026187-1-FBM	11.78					
WP10026187-3-FBM	28.13					
WP10026193-1-FBM	10.69					
WP10026211-12-FBM	112.8					
WP10026211-18-FBM	167.2					
WP10026211-1-FBM	14.17					
WP10026211-1-V1-FBM	14.17					
WP10026211-1-V2-FBM	14.17					
WP10026211-2-FBM	26.12					
WP10026211-3-FBM	35.86					
WP10026211-4-FBM	44.26					
WP10026211-1-V3-FBM	14.17					
WP10026227-1-FBM	15.5					
WP10026229-1-FBM	15.5					
WP10026348-1-FBM	6.6					
WP10026349-1-FBM	6.94					
WP10026349-3-FBM	12.58					
WP10026383-10-FBM	147.85					
WP10026383-11-FBM	161.57					
WP10026383-12-FBM	175.28					
WP10026383-1-FBM	18.25					
WP10026383-2-FBM	32.77					
WP10026383-3-FBM	47.55					
WP10026383-4-FBM	64.2					
WP10026383-5-FBM	77.92					
WP10026383-6-FBM	91.64					
WP10026383-8-FBM	119.08					
WP10026410-1-FBM	18.11					
WP10026410-1-V1-FBM	18.11					
WP10026410-1-V2-FBM	18.11					
WP10026566-1-FBM	15.86					
WP10026566-2-FBM	27.99					
WP10026570-1-FBM	11.24					
WP10026570-1-V1-FBM	11.24					
WP10026570-1-V2-FBM	11.24					
WP10026570-1-V3-FBM	11.24					
WP10026570-1-V4-FBM	11.24					
WP10026570-1-V5-FBM	11.24					
WP10026570-1-V6-FBM	11.24					
WP10026570-3-FBM	25.1					
WP10026570-5-FBM	39.07					
WP10026570-6-FBM	46.6					
WP10026620-10-FBM	160.74					
WP10026620-1-FBM	21.27					
WP10026620-1-V1-FBM	21.27					
WP10026620-1-V2-FBM	21.27					
WP10026620-2-FBM	39.07					
WP10026620-3-FBM	55.28					
WP10026637-1-FBM	10.57					
WP10026637-1-V3-FBM	10.57					
WP10026637-1-V4-FBM	10.57					
WP10026637-2-FBM	17.07					
WP10026637-5-FBM	39.5					
WP10026637-6-FBM	45.53					
WP10026637-6-V1-FBM	45.53					
WP10026637-7-FBM	51.57					
WP10026637-1-V2-FBM	10.57					
WP10026658-12-FBM	45.27					
WP10026658-1-FBM	7.26					
WP10026658-1-V1-FBM	7.26					
WP10026658-1-V2-FBM	7.26					
WP10026658-3-FBM	15.05					
WP10026658-4-FBM	20.86					
WP10026658-5-FBM	23.75					
WP10026658-6-FBM	26.63					
WP10026669-1-FBM	12.47					
WP10026673-1-FBM	7.26					
WP10026673-1-V1-FBM	7.26					
WP10026673-2-FBM	11.1					
WP10026673-3-FBM	15.05					
WP10026673-4-FBM	20.86					
WP10026673-6-FBM	26.63					
WP10026674-1-FBM	10.78					
WP10026674-1-V1-FBM	10.78					
WP10026692-1-FBM	11.75					
WP10026692-1-V1-FBM	11.75					
WP10026701-1-FBM	9.25					
WP10026701-3-FBM	21.64					
WP10026705-1-FBM	13.04					
WP10026780-1-FBM	13.42					
WP10026780-1-V1-FBM	13.42					
WP10026789-1-FBM	22.39					
WP10026842-10-FBM	59.71					
WP10026842-12-FBM	69.52					
WP10026842-1-FBM	8.85					
WP10026842-1-V1-FBM	8.85					
WP10026842-1-V3-FBM	8.85					
WP10026842-2-FBM	15.14					
WP10026842-3-FBM	21.11					
WP10026842-6-FBM	38.75					
WP10026842-7-FBM	43.66					
WP10026911-12-FBM	71.43					
WP10026911-1-FBM	8.99					
WP10026911-2-FBM	15.46					
WP10026911-3-FBM	21.59					
WP10026911-3-V1-FBM	21.59					
WP10026911-4-FBM	29.58					
WP10026911-5-FBM	34.65					
WP10026911-6-FBM	39.71					
WP10026911-9-FBM	56.24					
WP10027060-18-FBM	59.94					
WP10027060-1-FBM	7.13					
WP10027060-1-V1-FBM	7.13					
WP10027060-2-FBM	9.35					
WP10027060-3-FBM	13.22					
WP10027060-4-FBM	16.29					
WP10027060-6-V1-FBM	22.83					
WP10027060-7-FBM	28.49					
WP10027078-1-FBM	7.61					
WP10027078-2-FBM	11.9					
WP10027078-2-V1-FBM	11.9					
WP10027078-3-FBM	16.25					
WP10027078-5-FBM	25.74					
WP10027078-6-FBM	29.02					
WP10027078-6-V1-FBM	29.02					
WP10027079-1-FBM	11.09					
WP10027079-1-V1-FBM	11.09					
WP10027079-1-V2-FBM	11.09					
WP10027079-1-V3-FBM	11.09					
WP10027079-3-FBM	26.59					
WP10027079-6-FBM	45.19					
WP10027080-1-FBM	18.02					
WP10027080-1-V1-FBM	18.02					
WP10027080-1-V2-FBM	18.02					
WP10027080-2-FBM	26.71					
WP10027080-3-FBM	36.73					
WP10027080-4-FBM	45.43					
WP10027081-1-FBM	14.23					
WP10027081-1-V1-FBM	14.23					
WP10027081-1-V2-FBM	14.23					
WP10027081-4-FBM	41.97					
WP10027103-1-FBM	13.93					
WP10027103-1-V1-FBM	13.93					
WP10027103-1-V2-FBM	13.93					
WP10027103-1-V3-FBM	13.93					
WP10027103-1-V4-FBM	13.93					
WP10027103-1-V5-FBM	13.93					
WP10027103-9-FBM	93.91					
WP10027110-12-FBM	42.4					
WP10027110-1-FBM	7.05					
WP10027110-1-V1-FBM	7.05					
WP10027110-1-V2-FBM	7.05					
WP10027110-1-V3-FBM	7.05					
WP10027110-2-FBM	10.62					
WP10027110-3-FBM	14.33					
WP10027110-4-FBM	19.9					
WP10027110-6-FBM	25.19					
WP10027113-1-FBM	8.86					
WP10027113-2-FBM	17.19					
WP10027113-3-FBM	21.13					
WP10027113-4-FBM	25.06					
WP10027113-6-FBM	34.26					
WP10027113-2-V1-FBM	17.19					
WP10027113-3-V1-FBM	21.13					
WP10027116-1-FBM	11.41					
WP10027116-1-V1-FBM	11.41					
WP10027117-1-FBM	11.41					
WP10027117-1-V1-FBM	11.41					
WP10027117-1-V2-FBM	11.41					
WP10027132-1-FBM	7.72					
WP10027132-1-V2-FBM	7.72					
WP10027132-1-V3-FBM	7.72					
WP10027132-4-FBM	18.95					
WP10027155-1-FBM	9.72					
WP10027187-1-FBM	20.21					
WP10027187-1-V1-FBM	20.21					
WP10027187-1-V2-FBM	20.21					
WP10027187-1-V3-FBM	20.21					
WP10027340-10-FBM	27.14					
WP10027340-1-FBM	6.28					
WP10027340-1-V1-FBM	6.28					
WP10027340-1-V2-FBM	6.28					
WP10027340-1-V3-FBM	6.28					
WP10027340-2-FBM	7.86					
WP10027340-3-FBM	9.64					
WP10027340-4-FBM	12.46					
WP10027340-5-FBM	14.48					
WP10027340-6-FBM	17.08					
WP10027340-7-FBM	21.79					
WP10027349-1-FBM	6.6					
WP10027349-1-V1-FBM	6.6					
WP10027349-1-V2-FBM	6.6					
WP10027349-2-FBM	8.29					
WP10027349-6-FBM	19.24					
WP10027361-1-FBM	11.86					
WP10027361-1-V1-FBM	11.86					
WP10027479-1-FBM	9.66					
WP10027479-2-FBM	16.98					
WP10027479-4-FBM	32.61					
WP10027537-1-FBM	11.73					
WP10027537-4-FBM	35.16					
WP10027537-5-FBM	45.28					
WP10027537-8-FBM	66.86					
WP10027537-9-FBM	74.05					
WP10027543-10-V1-FBM	38.04					
WP10027543-1-FBM	7.25					
WP10027543-1-V2-FBM	7.25					
WP10027543-1-V3-FBM	7.25					
WP10027543-1-V4-FBM	7.25					
WP10027543-2-FBM	9.59					
WP10027543-3-FBM	13.61					
WP10027543-4-FBM	16.82					
WP10027543-6-FBM	23.63					
WP10027543-9-FBM	35.16					
WP10027566-1-FBM	13.02					
WP10027566-1-V1-FBM	13.02					
WP10027566-6-FBM	60.21					
WP10027602-11-FBM	51.89					
WP10027602-12-FBM	55.64					
WP10027602-1-FBM	8.02					
WP10027602-1-V1-FBM	8.02					
WP10027602-1-V2-FBM	8.02					
WP10027602-20-FBM	84.3					
WP10027602-2-FBM	12.5					
WP10027602-3-FBM	16.82					
WP10027602-5-FBM	28.07					
WP10027602-6-FBM	31.81					
WP10027602-7-FBM	35.56					
WP10027602-9-FBM	43.06					
WP10027605-12-FBM	92.97					
WP10027605-1-FBM	11.39					
WP10027605-1-V1-FBM	11.39					
WP10027605-1-V2-FBM	11.39					
WP10027605-1-V3-FBM	11.39					
WP10027605-1-V4-FBM	11.39					
WP10027605-3-FBM	26.98					
WP10027605-4-FBM	36.76					
WP10027605-5-FBM	43.62					
WP10027605-6-FBM	50.48					
WP10027663-1-FBM	24.5					
WP10027664-1-FBM	28.6					
WP10027664-4-FBM	89.09					
WP10027665-1-FBM	33.89					
WP10027667-1-FBM	38.51					
WP10027669-1-FBM	37.54					
WP10027716-1-FBM	9.34					
WP10027760-1-FBM	9.15					
WP10027760-2-FBM	15.04					
WP10027760-1-V1-FBM	9.15					
WP10027760-1-V4-FBM	9.15					
WP10027760-3-FBM	20.75					
WP10027760-6-FBM	37.9					
WP10027760-1-V2-FBM	9.15					
WP10027887-12-FBM	190.49					
WP10027887-1-FBM	20.21					
WP10027887-1-V1-FBM	20.21					
WP10027887-3-FBM	53.95					
WP10027962-1-FBM	8.11					
WP10027962-2-FBM	13.14					
WP10027962-3-FBM	17.78					
WP10027962-4-FBM	22.67					
WP10027962-5-FBM	29.66					
WP10027962-6-FBM	33.73					
WP10027962-7-FBM	37.8					
WP10027962-2-V1-FBM	13.14					
WP10028002-1-FBM	14.57					
WP10028002-1-V1-FBM	14.57					
WP10028002-1-V2-FBM	14.57					
WP10028002-1-V3-FBM	14.57					
WP10028002-1-V4-FBM	14.57					
WP10028002-1-V5-FBM	14.57					
WP10028002-1-V6-FBM	14.57					
WP10028002-4-FBM	49.47					
WP10028002-5-FBM	59.51					
WP10028014-12-FBM	123.76					
WP10028014-1-FBM	13.96					
WP10028014-1-V1-FBM	13.96					
WP10028014-1-V2-FBM	13.96					
WP10028014-1-V3-FBM	13.96					
WP10028014-2-FBM	24.18					
WP10028014-3-FBM	34.67					
WP10028022-10-FBM	104.91					
WP10028022-12-V3-FBM	125.09					
WP10028022-1-FBM	14.76					
WP10028022-1-V1-FBM	14.76					
WP10028022-1-V2-FBM	14.76					
WP10028022-1-V6-FBM	14.76					
WP10028022-1-V7-FBM	14.76					
WP10028022-2-FBM	28.17					
WP10028022-6-FBM	67.2					
WP10028031-1-FBM	13.96					
WP10028031-1-V1-FBM	13.96					
WP10028031-1-V2-FBM	13.96					
WP10028031-1-V3-FBM	13.96					
WP10028031-2-FBM	24.18					
WP10028031-3-FBM	34.67					
WP10028031-6-FBM	65.87					
WP10028031-9-FBM	95.48					
WP10028036-1-FBM	14.57					
WP10028036-1-V1-FBM	14.57					
WP10028036-1-V2-FBM	14.57					
WP10028036-1-V3-FBM	14.57					
WP10028036-1-V4-FBM	14.57					
WP10028036-1-V5-FBM	14.57					
WP10028036-2-FBM	25.41					
WP10028036-3-FBM	36.51					
WP10028036-6-FBM	69.54					
WP10028036-8-FBM	89.62					
WP10028065-6-FBM	97.7					
WP10028065-1-FBM	19.26					
WP10028070-11-FBM	121.06					
WP10028070-1-FBM	14.57					
WP10028070-1-V2-FBM	14.57					
WP10028070-1-V3-FBM	14.57					
WP10028070-2-FBM	25.41					
WP10028070-3-FBM	36.51					
WP10028070-3-V1-FBM	36.51					
WP10028070-4-FBM	49.47					
WP10028070-5-FBM	59.51					
WP10028070-6-FBM	69.54					
WP10028070-7-FBM	79.58					
WP10028070-8-FBM	89.62					
WP10028070-9-FBM	100.98					
WP10028095-1-FBM	12.6					
WP10028095-1-V2-FBM	12.6					
WP10028095-1-V3-FBM	12.6					
WP10028095-1-V5-FBM	12.6					
WP10028095-2-FBM	21.6					
WP10028095-2-V1-FBM	21.6					
WP10028095-3-FBM	32.13					
WP10028095-3-V1-FBM	32.13					
WP10028095-4-FBM	39.74					
WP10028095-5-FBM	47.34					
WP10028095-7-FBM	63.88					
WP10028097-1-FBM	16.85					
WP10028097-1-V1-FBM	16.85					
WP10028097-2-FBM	29.62					
WP10028097-3-FBM	42.5					
WP10028097-3-V1-FBM	42.5					
WP10028097-4-FBM	55.64					
WP10028097-6-FBM	83.18					
WP10028111-10-FBM	118.86					
WP10028111-12-FBM	142.1					
WP10028111-1-FBM	15.49					
WP10028111-1-V1-FBM	15.49					
WP10028111-1-V2-FBM	15.49					
WP10028111-2-FBM	26.91					
WP10028111-3-FBM	38.44					
WP10028111-4-FBM	50.21					
WP10028111-6-FBM	75.05					
WP10028111-7-FBM	86					
WP10028111-8-FBM	96.96					
WP10028113-12-FBM	148.16					
WP10028113-1-FBM	15.99					
WP10028113-1-V1-FBM	15.99					
WP10028113-2-FBM	27.92					
WP10028113-3-FBM	39.95					
WP10028113-3-V1-FBM	39.95					
WP10028113-4-FBM	52.23					
WP10028113-6-FBM	78.08					
WP10028122-1-FBM	9.5					
WP10028122-2-FBM	19.21					
WP10028122-3-FBM	24.16					
WP10028122-4-FBM	29.1					
WP10028122-6-FBM	40.32					
WP10028123-12-FBM	148.16					
WP10028123-1-FBM	15.99					
WP10028123-1-V1-FBM	15.99					
WP10028123-2-FBM	27.92					
WP10028123-4-FBM	52.23					
WP10028123-5-FBM	66.62					
WP10028123-6-FBM	78.08					
WP10028130-10-FBM	132.42					
WP10028130-12-FBM	158.37					
WP10028130-1-FBM	16.85					
WP10028130-1-V1-FBM	16.85					
WP10028130-1-V2-FBM	16.85					
WP10028130-2-FBM	29.62					
WP10028130-3-FBM	42.5					
WP10028130-5-FBM	70.87					
WP10028130-6-FBM	83.18					
WP10028130-7-FBM	95.49					
WP10028167-1-FBM	15.49					
WP10028167-1-V1-FBM	15.49					
WP10028167-2-FBM	26.91					
WP10028167-3-FBM	38.44					
WP10028167-6-FBM	75.05					
WP10028174-1-FBM	8.85					
WP10028174-1-V1-FBM	8.85					
WP10028174-1-V2-FBM	8.85					
WP10028174-1-V4-FBM	8.85					
WP10028174-1-V5-FBM	8.85					
WP10028174-2-FBM	15.14					
WP10028174-3-FBM	21.11					
WP10028174-6-FBM	38.75					
WP10028174-6-V1-FBM	38.75					
WP10028177-1-FBM	24.85					
WP10028180-12-FBM	219.21					
WP10028180-1-FBM	22.27					
WP10028180-1-V1-FBM	22.27					
WP10028180-1-V2-FBM	22.27					
WP10028180-1-V3-FBM	22.27					
WP10028180-2-FBM	40					
WP10028180-3-FBM	57.74					
WP10028180-4-FBM	75.47					
WP10028180-4-V1-FBM	75.47					
WP10028180-5-FBM	93.67					
WP10028180-6-FBM	111.41					
WP10028180-8-FBM	147.21					
WP10028273-12-FBM	42.4					
WP10028273-1-FBM	7.05					
WP10028273-1-V1-FBM	7.05					
WP10028273-1-V2-FBM	7.05					
WP10028273-6-FBM	25.19					
WP10028309-12-FBM	208.63					
WP10028309-1-FBM	21.03					
WP10028309-1-V1-FBM	21.03					
WP10028309-5-FBM	91.81					
WP10028318-1-FBM	30.15					
WP10028318-1-V2-FBM	30.15					
WP10028318-5-FBM	137.41					
WP10028318-5-V1-FBM	137.41					
WP10028318-6-FBM	163.03					
WP10028319-1-FBM	13.06					
WP10028319-1-V1-FBM	13.06					
WP10028319-2-FBM	24.77					
WP10028319-3-FBM	32.49					
WP10028319-4-FBM	40.22					
WP10028403-1-FBM	20.22					
WP10028403-1-V1-FBM	20.22					
WP10028403-2-FBM	36.37					
WP10028403-5-FBM	87.76					
WP10028462-1-FBM	15.38					
WP10028496-1-FBM	8.43					
WP10028496-2-FBM	14.21					
WP10028496-3-FBM	19.72					
WP10028496-4-FBM	27.08					
WP10028549-1-FBM	8.35					
WP10028555-1-FBM	8.85					
WP10028555-3-FBM	20.05					
WP10028555-4-FBM	25.39					
WP10028555-5-FBM	33.85					
WP10028555-6-FBM	38.75					
WP10028555-7-FBM	43.66					
WP10028584-1-FBM	12.45					
WP10028584-2-FBM	20.82					
WP10028584-4-FBM	37.21					
WP10028584-5-FBM	48.87					
WP10028591-1-FBM	10.8					
WP10028601-1-FBM	15.29					
WP10028664-1-FBM	10.77					
WP10028664-1-V1-FBM	10.77					
WP10028709-12-FBM	55.16					
WP10028709-1-FBM	8.2					
WP10028709-1-V1-FBM	8.2					
WP10028709-2-FBM	13.19					
WP10028709-3-FBM	20.45					
WP10028709-6-FBM	32.9					
WP10028709-9-FBM	44.03					
WP10028712-1-FBM	19.76					
WP10028712-1-V1-FBM	19.76					
WP10028712-1-V2-FBM	19.76					
WP10028712-1-V3-FBM	19.76					
WP10028712-2-FBM	35.91					
WP10028712-3-FBM	53.59					
WP10028712-4-FBM	68.35					
WP10028712-5-FBM	83.1					
WP10028712-6-FBM	99.19					
WP10028732-1-FBM	11.97					
WP10028732-1-V1-FBM	11.97					
WP10028732-1-V2-FBM	11.97					
WP10028732-2-FBM	22.59					
WP10028732-6-FBM	50.45					
WP10028750-1-FBM	6.92					
WP10028750-1-V1-FBM	6.92					
WP10028750-2-FBM	8.93					
WP10028750-3-FBM	12.5					
WP10028750-4-FBM	15.33					
WP10028750-4-V1-FBM	15.33					
WP10028750-6-FBM	21.39					
WP10028750-6-V1-FBM	21.39					
WP10028754-11-FBM	73.39					
WP10028754-1-FBM	9.55					
WP10028754-1-V1-FBM	9.55					
WP10028754-2-FBM	16.74					
WP10028754-3-FBM	23.51					
WP10028754-4-FBM	32.13					
WP10028754-6-FBM	43.54					
WP10028757-1-FBM	8.85					
WP10028757-1-V4-FBM	8.85					
WP10028757-1-V2-FBM	8.85					
WP10028757-1-V3-FBM	8.85					
WP10028757-2-FBM	15.14					
WP10028757-3-FBM	21.11					
WP10028757-3-V1-FBM	21.11					
WP10028757-6-FBM	38.75					
WP10028757-7-FBM	43.66					
WP10028822-1-FBM	15.56					
WP10028822-1-V1-FBM	15.56					
WP10028822-1-V2-FBM	15.56					
WP10028822-2-FBM	26.58					
WP10028822-2-V1-FBM	26.58					
WP10028822-2-V2-FBM	26.58					
WP10028822-3-FBM	38.06					
WP10028822-5-FBM	60.68					
WP10028853-1-FBM	24.88					
WP10028853-1-V1-FBM	24.88					
WP10028853-1-V2-FBM	24.88					
WP10028853-3-FBM	66.59					
WP10028853-3-V1-FBM	66.59					
WP10028942-1-FBM	7.98					
WP10028942-3-FBM	17.48					
WP10028942-6-FBM	31.5					
WP10028979-12-FBM	100.41					
WP10028979-1-FBM	12.13					
WP10028979-1-V1-FBM	12.13					
WP10028979-1-V2-FBM	12.13					
WP10028979-2-FBM	19.72					
WP10028979-4-FBM	35.7					
WP10028979-6-FBM	51.94					
WP10028991-1-FBM	12.5					
WP10028991-1-V1-FBM	12.5					
WP10028991-1-V2-FBM	12.5					
WP10028991-2-FBM	23.65					
WP10028991-3-FBM	30.82					
WP10028991-4-FBM	37.98					
WP10028991-5-FBM	46.48					
WP10029026-10-FBM	41.09					
WP10029026-12-FBM	46.92					
WP10029026-1-FBM	8.32					
WP10029026-2-FBM	15.14					
WP10029026-3-FBM	19.38					
WP10029026-4-FBM	22.3					
WP10029026-5-FBM	25.21					
WP10029026-6-FBM	28.12					
WP10029026-8-FBM	35.27					
WP10029035-1-FBM	8.61					
WP10029035-1-V1-FBM	8.61					
WP10029035-2-FBM	16.63					
WP10029035-30-FBM	125.64					
WP10029035-4-FBM	23.94					
WP10029035-6-FBM	32.59					
WP10029037-10-FBM	49.07					
WP10029037-12-FBM	58.08					
WP10029037-1-FBM	8.78					
WP10029037-1-V2-FBM	8.78					
WP10029037-30-FBM	131.23					
WP10029037-4-FBM	24.69					
WP10029037-5-FBM	29.86					
WP10029037-6-FBM	33.7					
WP10029037-1-V1-FBM	8.78					
WP10029058-12-FBM	55.85					
WP10029058-1-FBM	12.98					
WP10029058-1-V1-FBM	12.98					
WP10029058-1-V2-FBM	12.98					
WP10029058-2-FBM	16.63					
WP10029058-5-FBM	28.93					
WP10029058-6-FBM	32.59					
WP10029058-8-FBM	41.23					
WP10029059-1-FBM	12.41					
WP10029064-1-FBM	12.98					
WP10029064-1-V1-FBM	12.98					
WP10029064-1-V2-FBM	12.98					
WP10029064-2-FBM	16.63					
WP10029064-3-FBM	21.62					
WP10029064-4-FBM	25.27					
WP10029064-5-FBM	28.93					
WP10029064-6-FBM	32.59					
WP10029064-8-FBM	41.23					
WP10029064-9-FBM	44.88					
WP10029066-1-FBM	8.61					
WP10029066-1-V1-FBM	8.61					
WP10029066-5-V2-FBM	28.93					
WP10029066-1-V2-FBM	8.61					
WP10029125-12-FBM	118.97					
WP10029125-1-FBM	13.56					
WP10029125-2-FBM	23.39					
WP10029125-3-FBM	33.48					
WP10029125-3-V1-FBM	33.48					
WP10029125-4-FBM	45.43					
WP10029125-5-FBM	54.45					
WP10029125-6-FBM	63.48					
WP10029125-7-FBM	72.51					
WP10029210-18-FBM	105.46					
WP10029210-1-FBM	14.29					
WP10029210-1-V1-FBM	14.29					
WP10029210-1-V2-FBM	14.29					
WP10029210-1-V3-FBM	14.29					
WP10029210-1-V4-FBM	14.29					
WP10029210-2-FBM	19.26					
WP10029210-3-FBM	25.57					
WP10029210-4-FBM	30.54					
WP10029210-6-FBM	41.81					
WP10029210-6-V1-FBM	41.81					
WP10029210-2-V1-FBM	19.26					
WP10029214-1-FBM	10.81					
WP10029214-1-V1-FBM	10.81					
WP10029214-1-V2-FBM	10.81					
WP10029214-3-FBM	23.89					
WP10029214-4-FBM	28.3					
WP10029214-6-FBM	37.13					
WP10029221-1-FBM	14.05					
WP10029221-1-V1-FBM	14.05					
WP10029221-1-V2-FBM	14.05					
WP10029221-1-V3-FBM	14.05					
WP10029221-1-V4-FBM	14.05					
WP10029221-2-FBM	18.79					
WP10029221-2-V1-FBM	18.79					
WP10029221-3-FBM	24.85					
WP10029221-5-FBM	34.31					
WP10029221-6-FBM	40.38					
WP10029227-1-FBM	13.96					
WP10029227-1-V1-FBM	13.96					
WP10029227-1-V2-FBM	13.96					
WP10029227-2-FBM	18.6					
WP10029227-3-FBM	24.57					
WP10029227-6-FBM	39.82					
WP10029239-12-FBM	80.42					
WP10029239-1-FBM	14.69					
WP10029311-12-FBM	100.36					
WP10029311-1-FBM	12.7					
WP10029311-1-V1-FBM	12.7					
WP10029311-2-V1-FBM	24.05					
WP10029311-3-FBM	31.42					
WP10029311-6-FBM	54.84					
WP10029311-6-V1-FBM	54.84					
WP10029350-12-FBM	57.87					
WP10029350-1-FBM	8.19					
WP10029350-1-V1-FBM	8.19					
WP10029350-1-V2-FBM	8.19					
WP10029350-4-V1-FBM	25.06					
WP10029350-4-FBM	25.06					
WP10029350-6-FBM	32.93					
WP10029350-1-V3-FBM	8.19					
WP10029356-1-V1-FBM	11.86					
WP10029356-1-FBM	11.86					
WP10029363-1-FBM	11.67					
WP10029363-1-V1-FBM	11.67					
WP10029405-1-FBM	8.01					
WP10029405-6-FBM	31.73					
WP10029525-1-FBM	11.82					
WP10029525-1-V2-FBM	11.82					
WP10029525-1-V3-FBM	11.82					
WP10029525-1-V4-FBM	11.82					
WP10029525-1-V5-FBM	11.82					
WP10029525-2-FBM	19.11					
WP10029525-3-FBM	26.86					
WP10029525-3-V1-FBM	26.86					
WP10029525-6-FBM	50.11					
WP10029525-7-FBM	60.32					
WP10029531-1-FBM	15.85					
WP10029531-1-V1-FBM	15.85					
WP10029599-12-FBM	77.39					
WP10029599-1-FBM	10.78					
WP10029599-21-FBM	130.43					
WP10029599-2-FBM	20.22					
WP10029599-2-V1-FBM	20.22					
WP10029599-3-FBM	25.67					
WP10029599-4-FBM	31.12					
WP10029599-6-FBM	43.35					
WP10029649-1-FBM	10.65					
WP10029662-1-FBM	9.72					
WP10029663-1-FBM	16.83					
WP10029680-1-FBM	14.09					
WP10029680-1-V1-FBM	14.09					
WP10029680-2-FBM	24.58					
WP10029697-1-FBM	15.66					
WP10029697-1-V1-FBM	15.66					
WP10029697-3-FBM	41.31					
WP10029697-3-V1-FBM	41.31					
WP10029697-4-FBM	51.97					
WP10029771-1-FBM	7.87					
WP10029771-2-FBM	11.69					
WP10029788-1-FBM	23.53					
WP10029792-11-FBM	89.17					
WP10029792-1-FBM	11.79					
WP10029792-1-V1-FBM	11.79					
WP10029792-2-V1-FBM	19.05					
WP10029792-3-FBM	26.78					
WP10029792-4-FBM	34.37					
WP10029792-5-FBM	41.86					
WP10029792-7-FBM	60.13					
WP10029836-11-FBM	273.73					
WP10029836-1-FBM	28.45					
WP10029836-1-V1-FBM	28.45					
WP10029836-2-FBM	53.16					
WP10029836-3-FBM	78.14					
WP10029849-1-FBM	12.03					
WP10029849-2-FBM	22.72					
WP10029849-3-FBM	29.42					
WP10029849-4-FBM	36.12					
WP10029849-6-FBM	50.85					
WP10029953-1-FBM	48.02					
WP10029953-1-V1-FBM	48.02					
WP10030029-1-FBM	47.57					
WP10030029-2-FBM	93.79					
WP10030029-3-FBM	136.03					
WP10030029-4-FBM	178.26					
WP10030042-1-FBM	17.28					
WP10030129-1-FBM	16.54					
WP10030129-1-V1-FBM	16.54					
WP10030129-1-V2-FBM	16.54					
WP10030129-3-FBM	41.59					
WP10030170-12-FBM	65.74					
WP10030170-1-FBM	9.27					
