ENT_PERIOD,YAGO_PERIOD_WID,MTD_PERCENT,MCAL_DAY_WID,ENT_DAY_OF_PERIOD,ENT_PERIOD_START_DATE,ENT_PERIOD_END_DATE,PRIOR_PERIOD_START_DT,PRIOR_PERIOD_END_DT,ENT_DAY_OF_YEAR,FORECAST_ACTUALS_DAY_WID,BUDGET_ACTUALS_DAY_WID,FC_SCENARIO,YAGO_PERIOD_START_DT,YAGO_PERIOD_END_DT,LAST_DATE,MCAL_CAL_NAME,ADJUSTMENT_PERIOD_FLG
Aug-23,31-08-2022,65.25806452,23-08-2023,23,01-08-2023,31-08-2023,01-07-2023,31-07-2023,176,176,176,BUDGET,01-08-2022,31-08-2022,23-08-2023,HOT Calendar,N
